epoch,step,d_loss,g_loss
1,276,0.000021,40.303341
1,277,0.000011,40.372719
1,278,0.000069,40.321270
1,279,0.000009,40.341896
1,280,0.000019,40.318039
1,281,0.000016,40.315899
1,282,0.000071,40.294281
1,283,0.000112,40.283276
1,284,0.000039,40.373123
1,285,0.000024,40.313469
1,286,0.001629,40.289322
1,287,0.000112,40.327110
1,288,0.000730,40.273560
1,289,0.000029,40.240582
1,290,0.000065,40.286221
1,291,0.000005,40.264130
1,292,0.000007,40.251080
1,293,0.000059,40.239899
1,294,0.000023,40.262665
1,295,0.000036,40.286598
1,296,0.000044,40.239006
1,297,0.000210,40.219269
1,298,0.000010,40.270329
1,299,0.000122,40.246967
1,300,0.000040,40.221207
1,301,0.000050,40.251614
1,302,0.000022,40.191319
1,303,0.000046,40.279602
1,304,0.000017,40.271263
1,305,0.000016,40.226337
1,306,0.000295,40.242630
1,307,0.000037,40.237740
1,308,0.000303,40.204075
1,309,0.000017,40.224510
1,310,0.000216,40.278481
1,311,0.000024,40.224617
1,312,0.000056,40.278252
1,313,0.000011,40.227989
1,314,0.000021,40.180336
1,315,0.000015,40.241463
1,316,0.000068,40.212986
1,317,0.000191,40.240860
1,318,0.000002,40.154099
1,319,0.000060,40.259682
1,320,0.001129,40.212395
1,321,0.000005,40.248997
1,322,0.000006,40.233746
1,323,0.000022,40.250641
1,324,0.000018,40.219437
1,325,0.000006,40.185555
1,326,0.000197,40.223492
1,327,0.000048,40.186127
1,328,0.000006,40.201607
1,329,0.000010,40.183098
1,330,0.000018,40.198586
1,331,0.000003,40.201683
1,332,0.004469,40.114697
1,333,0.000037,40.117481
1,334,0.000024,40.096863
1,335,0.000003,40.128689
1,336,0.000007,40.113251
1,337,0.000006,40.117435
1,338,0.000014,40.135235
1,339,0.000006,40.120953
1,340,0.000460,40.085903
1,341,0.000351,40.081085
1,342,0.000055,40.088688
1,343,0.000002,40.077820
1,344,0.000034,40.046707
1,345,0.004395,40.058163
1,346,0.000064,40.077763
1,347,0.000056,40.013668
1,348,0.000004,40.030003
1,349,0.000013,40.056786
1,350,0.000051,40.054245
1,351,0.000024,40.075397
1,352,0.000004,40.041851
1,353,0.000003,40.013641
1,354,0.000004,39.938881
1,355,0.000006,39.936016
1,356,0.000026,40.047840
1,357,0.000010,40.010677
1,358,0.000312,40.021790
1,359,0.000002,39.995296
1,360,0.000002,40.038734
1,361,0.000003,40.019543
1,362,0.000001,40.057743
1,363,0.000007,40.023602
1,364,0.000003,39.931885
1,365,0.000018,40.037228
1,366,0.000007,40.051529
1,367,0.000003,40.000092
1,368,0.001038,40.032108
1,369,0.000009,39.997017
1,370,0.000020,39.937721
1,371,0.000629,40.028999
1,372,0.000053,39.978554
1,373,0.000003,39.970276
1,374,0.000018,39.944592
1,375,0.000006,39.959885
1,376,0.000001,39.952118
1,377,0.000003,39.952782
1,378,0.000032,39.955505
1,379,0.000005,39.922096
1,380,0.000002,39.982838
1,381,0.000004,39.988289
1,382,0.000232,39.992554
1,383,0.000011,39.994991
1,384,0.000006,39.906590
1,385,0.000003,39.949074
1,386,0.000028,39.990520
1,387,0.000106,39.970284
1,388,0.000753,39.977470
1,389,0.000027,39.945972
1,390,0.000008,39.933815
1,391,0.000005,39.946751
1,392,0.000002,39.990196
1,393,0.000008,39.944763
1,394,0.000015,39.966103
1,395,0.000004,39.966408
1,396,0.000005,39.912903
1,397,0.000006,39.926369
1,398,0.000011,39.889191
1,399,0.000003,39.918385
1,400,0.000006,39.961094
1,401,0.000006,39.919407
1,402,0.000021,39.935310
1,403,0.000504,39.914009
1,404,0.000026,39.933170
1,405,0.000015,39.869148
1,406,0.000008,39.997505
1,407,0.000002,39.882172
1,408,0.000007,39.923954
1,409,0.000002,39.949879
1,410,0.000030,39.940807
1,411,0.000003,39.905239
1,412,0.000008,39.945370
1,413,0.000003,39.970570
1,414,0.000003,39.999424
1,415,0.000001,39.942917
1,416,0.000027,39.963947
1,417,0.000005,39.954967
1,418,0.000048,39.934364
1,419,0.000004,39.977047
1,420,0.000004,39.963760
1,421,0.000001,39.895065
1,422,0.000004,39.969822
1,423,0.000011,39.946068
1,424,0.000005,39.942822
1,425,0.000006,39.941086
1,426,0.000038,39.838406
1,427,0.000023,39.957561
1,428,0.000003,39.913387
1,429,0.000006,39.963360
1,430,0.000003,39.972992
1,431,0.000002,39.942688
1,432,0.000001,39.929588
1,433,0.000001,39.896851
1,434,0.000004,39.915077
1,435,0.000008,39.831207
1,436,0.000033,39.914860
1,437,0.000004,39.894478
1,438,0.000002,39.983238
1,439,0.000043,39.885979
1,440,0.000008,39.974785
1,441,0.000002,39.923878
1,442,0.000038,39.963497
1,443,0.000001,39.912960
1,444,0.000005,39.911335
1,445,0.000005,39.946545
1,446,0.000041,39.970737
1,447,0.000010,39.960838
1,448,0.000001,39.914406
1,449,0.000011,39.973557
1,450,0.000021,39.942223
1,451,0.000131,39.984695
1,452,0.000003,39.981819
1,453,0.000003,39.966518
1,454,0.000001,39.981274
1,455,0.000002,39.955837
1,456,0.000004,39.868214
1,457,0.000014,39.895748
1,458,0.000006,39.920746
1,459,0.000002,39.948170
1,460,0.000017,39.935188
1,461,0.000007,39.939781
1,462,0.000026,39.897697
1,463,0.000313,39.911221
1,464,0.000010,39.933506
1,465,0.000002,39.998810
1,466,0.000009,39.961288
1,467,0.000020,39.914585
1,468,0.000015,39.973038
1,469,0.000002,39.947430
1,470,0.000064,39.979000
1,471,0.000003,39.912926
1,472,0.000055,39.927902
1,473,0.000001,39.934151
1,474,0.000008,39.916565
1,475,0.000010,39.935211
1,476,0.000001,39.910267
1,477,0.000008,39.898254
1,478,0.000002,39.915703
1,479,0.000005,39.914204
1,480,0.000006,39.953987
1,481,0.000011,39.857388
1,482,0.000010,39.963135
1,483,0.000028,39.909203
1,484,0.000002,39.895275
1,485,0.000012,39.881802
1,486,0.000126,39.924477
1,487,0.000020,39.914768
1,488,0.000005,39.958885
1,489,0.000091,39.917179
1,490,0.000027,39.921364
1,491,0.000003,39.925014
1,492,0.000001,39.910332
1,493,0.000004,39.917625
1,494,0.000004,39.915405
1,495,0.000003,39.932896
1,496,0.000008,39.929939
1,497,0.000009,39.892471
1,498,0.000004,39.925903
1,499,0.000004,39.860809
1,500,0.000023,39.898602
1,501,0.001117,39.885258
1,502,0.000003,39.882469
1,503,0.000015,39.861458
1,504,0.000003,39.894970
1,505,0.000005,39.906906
1,506,0.000002,39.874298
1,507,0.000009,39.897446
1,508,0.000006,39.914478
1,509,0.000002,39.932423
1,510,0.000012,39.835430
1,511,0.000022,39.896820
1,512,0.000001,39.887379
1,513,0.000002,39.890629
1,514,0.000012,39.826630
1,515,0.000002,39.927223
1,516,0.000014,39.849689
1,517,0.000001,39.887650
1,518,0.000004,39.905651
1,519,0.000002,39.891785
1,520,0.000002,39.927254
1,521,0.000002,39.944767
1,522,0.000022,39.891647
1,523,0.000004,39.929806
1,524,0.000007,39.863678
1,525,0.000001,39.839096
1,526,0.000058,39.880547
1,527,0.000007,39.901817
1,528,0.000001,39.859169
1,529,0.000006,39.874462
1,530,0.000001,39.899754
1,531,0.000003,39.879257
1,532,0.000006,39.917305
1,533,0.000003,39.912868
1,534,0.000009,39.864792
1,535,0.000004,39.889427
1,536,0.000004,39.905731
1,537,0.000003,39.904427
1,538,0.000016,39.864532
1,539,0.000066,39.927544
1,540,0.000005,39.836357
1,541,0.000005,39.880432
1,542,0.000001,39.906105
1,543,0.000006,39.855171
1,544,0.000011,39.867561
1,545,0.000001,39.856831
1,546,0.000002,39.832466
1,547,0.000022,39.858009
1,548,0.000027,39.876427
1,549,0.000002,39.909843
1,550,0.000003,39.867889
1,551,0.000008,39.902187
1,552,0.000005,39.937492
1,553,0.000003,39.853870
1,554,0.000003,39.892311
1,555,0.000005,39.843735
1,556,0.000004,39.917206
1,557,0.000001,39.856499
1,558,0.000004,39.913380
1,559,0.000010,39.854820
1,560,0.000001,39.922638
1,561,0.000002,39.821556
1,562,0.000003,39.896969
1,563,0.000002,39.882381
1,564,0.000016,39.909447
1,565,0.000102,39.840302
1,566,0.000002,39.894226
1,567,0.000018,39.869766
1,568,0.000003,39.830372
1,569,0.000001,39.932362
1,570,0.000003,39.857292
1,571,0.000004,39.812527
1,572,0.000009,39.827484
1,573,0.000003,39.873051
1,574,0.000062,39.898796
1,575,0.000003,39.915295
1,576,0.000007,39.895622
1,577,0.000011,39.869896
1,578,0.000004,39.915825
1,579,0.000003,39.842934
1,580,0.000004,39.847134
1,581,0.000003,39.844345
1,582,0.000009,39.910500
1,583,0.000006,39.906746
1,584,0.000015,39.901772
1,585,0.000002,39.895172
1,586,0.000015,39.829559
1,587,0.000001,39.742897
1,588,0.000146,39.885277
1,589,0.000002,39.886826
1,590,0.000003,39.879726
1,591,0.000001,39.918850
1,592,0.000003,39.876404
1,593,0.000003,39.880360
1,594,0.000006,39.885193
1,595,0.000004,39.903088
1,596,0.000005,39.860996
1,597,0.000002,39.892067
1,598,0.000003,39.820610
1,599,0.000047,39.852081
1,600,0.000007,39.847466
1,601,0.000001,39.894135
1,602,0.000001,39.812763
1,603,0.000016,39.873123
1,604,0.000003,39.886692
1,605,0.000001,39.870956
1,606,0.000002,39.794827
1,607,0.000003,39.828068
1,608,0.000001,39.927425
1,609,0.000021,39.844978
1,610,0.000000,39.900330
1,611,0.000006,39.838306
1,612,0.000002,39.922791
1,613,0.000007,39.866554
1,614,0.000002,39.855228
1,615,0.000037,39.877739
1,616,0.000045,39.901180
1,617,0.000001,39.896408
1,618,0.000009,39.888771
1,619,0.000002,39.888020
1,620,0.000004,39.864174
1,621,0.000002,39.849911
1,622,0.000003,39.808239
1,623,0.000014,39.864204
1,624,0.000015,39.898556
1,625,0.000006,39.864960
1,626,0.000008,39.916401
1,627,0.000007,39.880157
1,628,0.000004,39.865005
1,629,0.000008,39.836868
1,630,0.000023,39.814804
1,631,0.000006,39.865471
1,632,0.000008,39.880875
1,633,0.000003,39.873993
1,634,0.000005,39.896244
1,635,0.000006,39.865246
1,636,0.000006,39.835300
1,637,0.000001,39.854301
1,638,0.000001,39.897438
1,639,0.000001,39.870560
1,640,0.000010,39.865898
1,641,0.000028,39.823105
1,642,0.000001,39.881088
1,643,0.000009,39.898510
1,644,0.000002,39.888538
1,645,0.000062,39.921253
1,646,0.000003,39.901863
1,647,0.000005,39.819733
1,648,0.000001,39.846062
1,649,0.000004,39.846222
1,650,0.000018,39.864182
1,651,0.000003,39.864868
1,652,0.000001,39.868076
1,653,0.000001,39.824581
1,654,0.000001,39.845978
1,655,0.000001,39.860786
1,656,0.000009,39.885185
1,657,0.000006,39.845394
1,658,0.000044,39.905403
1,659,0.000005,39.861687
1,660,0.000002,39.905720
1,661,0.000003,39.847660
1,662,0.000004,39.811378
1,663,0.000005,39.863449
1,664,0.000001,39.826878
1,665,0.000002,39.886936
1,666,0.000002,39.877945
1,667,0.000004,39.873936
1,668,0.000003,39.824562
1,669,0.000028,39.845726
1,670,0.000002,39.851994
1,671,0.000077,39.839020
1,672,0.000001,39.801819
1,673,0.000001,39.828743
1,674,0.000001,39.832809
1,675,0.000001,39.894371
1,676,0.000002,39.893791
1,677,0.000001,39.864498
1,678,0.000001,39.810211
1,679,0.000021,39.834377
1,680,0.000003,39.851952
1,681,0.000011,39.822861
1,682,0.000068,39.794594
1,683,0.000009,39.889244
1,684,0.000001,39.886604
1,685,0.000001,39.848232
1,686,0.000001,39.790520
1,687,0.000118,39.898346
1,688,0.000001,39.788143
1,689,0.000003,39.837627
1,690,0.000013,39.867550
1,691,0.000005,39.870068
1,692,0.000017,39.902325
1,693,0.000002,39.846066
1,694,0.000004,39.821014
1,695,0.000001,39.847370
1,696,0.000005,39.821117
1,697,0.000002,39.848946
1,698,0.000009,39.817921
1,699,0.000003,39.849396
1,700,0.000009,39.825401
1,701,0.000002,39.773746
1,702,0.000004,39.829124
1,703,0.000282,39.826115
1,704,0.000001,39.812973
1,705,0.000001,39.847290
1,706,0.000001,39.776978
1,707,0.000001,39.815102
1,708,0.000001,39.840382
1,709,0.000001,39.870037
1,710,0.000001,39.793800
1,711,0.000001,39.843830
1,712,0.000005,39.871269
1,713,0.000004,39.802750
1,714,0.000001,39.883736
1,715,0.000004,39.842842
1,716,0.000004,39.853317
1,717,0.000006,39.769073
1,718,0.000005,39.851784
1,719,0.000002,39.817612
1,720,0.000004,39.824711
1,721,0.000006,39.811619
1,722,0.000055,39.812641
1,723,0.000001,39.812012
1,724,0.000059,39.821095
1,725,0.000011,39.783237
1,726,0.000004,39.819252
1,727,0.000002,39.882881
1,728,0.000001,39.759308
1,729,0.000003,39.816257
1,730,0.000007,39.794537
1,731,0.000002,39.849342
1,732,0.000002,39.797939
1,733,0.000007,39.828827
1,734,0.000017,39.818604
1,735,0.000008,39.833385
1,736,0.000007,39.810192
1,737,0.000017,39.914696
1,738,0.000001,39.871407
1,739,0.000004,39.852882
1,740,0.000009,39.876472
1,741,0.000003,39.852230
1,742,0.000005,39.831261
1,743,0.000002,39.899593
1,744,0.000001,39.834309
1,745,0.000001,39.855221
1,746,0.000006,39.763393
1,747,0.000005,39.884907
1,748,0.000023,39.780331
1,749,0.000002,39.822361
1,750,0.000000,39.847454
1,751,0.000002,39.915386
1,752,0.000004,39.854450
1,753,0.000001,39.833622
1,754,0.000002,39.851727
1,755,0.000005,39.842934
1,756,0.000003,39.820526
1,757,0.000001,39.872356
1,758,0.000005,39.841190
1,759,0.000001,39.873203
1,760,0.000046,39.773640
1,761,0.000001,39.825294
1,762,0.000005,39.809036
1,763,0.000004,39.814728
1,764,0.000001,39.812668
1,765,0.000002,39.790226
1,766,0.000002,39.825218
1,767,0.000005,39.781200
1,768,0.000005,39.846470
1,769,0.000001,39.851074
1,770,0.000016,39.866875
1,771,0.000001,39.860085
1,772,0.000002,39.847527
1,773,0.000008,39.790867
1,774,0.000002,39.903904
1,775,0.000002,39.814655
1,776,0.000002,39.845428
1,777,0.000000,39.852470
1,778,0.000008,39.808216
1,779,0.000005,39.833782
1,780,0.000003,39.806709
1,781,0.000003,39.860344
1,782,0.000004,39.837791
1,783,0.000001,39.768467
1,784,0.000002,39.828949
1,785,0.000006,39.817631
1,786,0.000004,39.816566
1,787,0.000002,39.821815
1,788,0.000041,39.785542
1,789,0.000006,39.799538
1,790,0.000003,39.825939
1,791,0.000001,39.845848
1,792,0.000001,39.813431
1,793,0.000001,39.879543
1,794,0.000009,39.833241
1,795,0.000343,39.816410
1,796,0.000002,39.795330
1,797,0.000003,39.810226
1,798,0.000048,39.830894
1,799,0.000002,39.758762
1,800,0.000001,39.899189
1,801,0.000029,39.842182
1,802,0.000004,39.782761
1,803,0.000001,39.762333
1,804,0.000009,39.792629
1,805,0.000003,39.817017
1,806,0.000000,39.847511
1,807,0.000000,39.787125
1,808,0.000002,39.796463
1,809,0.000001,39.799854
1,810,0.000001,39.801682
1,811,0.000001,39.837593
1,812,0.000001,39.805328
1,813,0.000001,39.807922
1,814,0.000205,39.743019
1,815,0.000001,39.734585
1,816,0.000003,39.839790
1,817,0.000001,39.795719
1,818,0.000001,39.820629
1,819,0.000007,39.817490
1,820,0.000001,39.742653
1,821,0.000007,39.806095
1,822,0.000001,39.832565
1,823,0.000002,39.802795
1,824,0.000036,39.826786
1,825,0.000003,39.827179
1,826,0.000001,39.775177
1,827,0.000007,39.834553
1,828,0.000001,39.805363
1,829,0.000001,39.815578
1,830,0.000013,39.796318
1,831,0.000000,39.779057
1,832,0.000013,39.754066
1,833,0.000001,39.879288
1,834,0.000001,39.832104
1,835,0.000012,39.796909
1,836,0.000002,39.802826
1,837,0.000007,39.808468
1,838,0.000002,39.817650
1,839,0.000003,39.780952
1,840,0.000001,39.790947
1,841,0.000006,39.745022
1,842,0.000001,39.783108
1,843,0.000398,39.801735
1,844,0.000010,39.775501
1,845,0.000002,39.713730
1,846,0.000005,39.814201
1,847,0.000000,39.743572
1,848,0.000001,39.805870
1,849,0.000006,39.759609
1,850,0.000001,39.791336
1,851,0.000015,39.798393
1,852,0.000000,39.755962
1,853,0.000001,39.791588
1,854,0.000001,39.814186
1,855,0.000006,39.751408
1,856,0.000001,39.800743
1,857,0.000002,39.780464
1,858,0.000007,39.762257
1,859,0.000003,39.839958
1,860,0.000000,39.802448
1,861,0.000001,39.770248
1,862,0.000002,39.814556
1,863,0.000001,39.797356
1,864,0.000005,39.780029
1,865,0.000000,39.766426
1,866,0.000001,39.733315
1,867,0.000001,39.707119
1,868,0.000001,39.769897
1,869,0.000018,39.775455
1,870,0.000003,39.725758
1,871,0.000001,39.804493
1,872,0.000003,39.762547
1,873,0.000001,39.814068
1,874,0.000003,39.779198
1,875,0.000003,39.752361
1,876,0.000005,39.817657
1,877,0.000004,39.741322
1,878,0.000002,39.753746
1,879,0.000004,39.775524
1,880,0.000001,39.765881
1,881,0.000001,39.741070
1,882,0.000002,39.754387
1,883,0.000009,39.760284
1,884,0.000003,39.805397
1,885,0.000001,39.825493
1,886,0.000003,39.782398
1,887,0.000002,39.735435
1,888,0.000001,39.770649
1,889,0.000000,39.795887
1,890,0.000007,39.793774
1,891,0.000001,39.714779
1,892,0.000004,39.792961
1,893,0.000001,39.790962
1,894,0.000007,39.838852
1,895,0.000001,39.808254
1,896,0.000005,39.799500
1,897,0.000003,39.707989
1,898,0.000002,39.798981
1,899,0.000015,39.695301
1,900,0.000006,39.762215
1,901,0.000003,39.807678
1,902,0.000007,39.763294
1,903,0.000002,39.763058
1,904,0.000001,39.749012
1,905,0.000004,39.792595
1,906,0.000013,39.786419
1,907,0.000007,39.784168
1,908,0.000000,39.710876
1,909,0.000003,39.746571
1,910,0.000153,39.675877
1,911,0.000005,39.742676
1,912,0.000002,39.785549
1,913,0.000002,39.810223
1,914,0.000058,39.726196
1,915,0.000001,39.758381
1,916,0.000011,39.859482
1,917,0.000001,39.797928
1,918,0.000001,39.804070
1,919,0.000001,39.769211
1,920,0.000001,39.805099
1,921,0.000009,39.785580
1,922,0.000014,39.771008
1,923,0.000003,39.795750
1,924,0.000002,39.801151
1,925,0.000015,39.775852
1,926,0.000003,39.806404
1,927,0.000002,39.725658
1,928,0.000004,39.732937
1,929,0.000001,39.771503
1,930,0.000019,39.808670
1,931,0.000004,39.776730
1,932,0.000033,39.764801
1,933,0.000001,39.762672
1,934,0.000004,39.722130
1,935,0.000000,39.745712
1,936,0.000014,39.830616
1,937,0.000001,39.819992
2,938,0.000004,39.758209
2,939,0.000005,39.784042
2,940,0.000007,39.752243
2,941,0.000002,39.764465
2,942,0.000001,39.745068
2,943,0.000004,39.780411
2,944,0.000003,39.726875
2,945,0.000004,39.724525
2,946,0.000053,39.797878
2,947,0.000001,39.685677
2,948,0.000000,39.720924
2,949,0.000001,39.806004
2,950,0.000010,39.706184
2,951,0.000003,39.736530
2,952,0.000004,39.741974
2,953,0.000003,39.720737
2,954,0.000001,39.775726
2,955,0.000001,39.793159
2,956,0.000012,39.756432
2,957,0.000002,39.779758
2,958,0.000002,39.786922
2,959,0.000000,39.796177
2,960,0.000003,39.765327
2,961,0.000002,39.770267
2,962,0.000001,39.688255
2,963,0.000012,39.702286
2,964,0.000003,39.718910
2,965,0.000003,39.745396
2,966,0.000001,39.770218
2,967,0.000001,39.777752
2,968,0.000001,39.779594
2,969,0.000001,39.730072
2,970,0.000003,39.740181
2,971,0.000005,39.744041
2,972,0.000012,39.752956
2,973,0.000001,39.773472
2,974,0.000001,39.763054
2,975,0.000012,39.799660
2,976,0.000001,39.746414
2,977,0.000000,39.691311
2,978,0.000007,39.729122
2,979,0.000006,39.779266
2,980,0.000001,39.790573
2,981,0.000001,39.710068
2,982,0.000041,39.749249
2,983,0.000001,39.781834
2,984,0.000000,39.770664
2,985,0.000001,39.727234
2,986,0.000001,39.783657
2,987,0.000001,39.720581
2,988,0.000001,39.729149
2,989,0.000001,39.784962
2,990,0.000005,39.825165
2,991,0.000001,39.779678
2,992,0.000001,39.765175
2,993,0.000001,39.761066
2,994,0.000001,39.730335
2,995,0.000001,39.715187
2,996,0.000001,39.796547
